y_true,score
0,0.0005198863
0,0.0031443317
0,0.002304497
0,0.0007375547
0,0.0016995473
0,0.0019192264
0,0.0044739707
0,0.0015521566
0,0.0017257737
0,0.0006325443
0,0.0017728793
0,0.0015060517
0,0.0016505009
0,0.0057001286
0,0.0009326227
0,0.0012748988
0,0.017899072
0,0.00041906722
0,0.001935099
0,0.003764759
0,0.009343325
0,0.0022085337
0,0.004545477
0,0.0019059904
0,0.000961724
0,0.0022170446
0,0.0016356139
0,0.0018855608
0,0.005301266
0,0.0018650318
0,0.0011037267
0,0.0014471249
0,0.0014606174
0,0.0010542449
0,0.033457216
0,0.002603272
0,0.004758735
0,0.0041652727
0,0.0027831977
0,0.0038747722
0,0.08875491
0,0.00081599515
0,0.0023816605
0,0.0011393885
0,0.000947058
0,0.0050203637
0,0.005309797
0,0.00051594217
0,0.0008797081
0,0.002611173
0,0.0038905258
0,0.003042356
0,0.003249781
0,0.002225672
0,0.0027578624
0,0.0012663853
0,0.0016933896
0,0.0007041234
0,0.0021097832
0,0.0066123414
0,0.0018729593
0,0.00228232
0,0.0014358158
0,0.002223062
0,0.0011535211
0,0.0043412936
0,0.0017949698
0,0.0012945307
0,0.0021548776
0,0.00061982893
0,0.004768565
0,0.004344188
0,0.0045496975
0,0.0066794325
0,0.0024371073
0,0.0013324985
0,0.0004918946
0,0.0026767293
0,0.0014769989
0,0.0021150734
0,0.0014874535
0,0.005679516
0,0.0040658372
0,0.005633408
0,0.0041768695
0,0.005667142
0,0.0041550086
0,0.025286783
0,0.0022638761
0,0.002242053
0,0.002949769
0,0.001817514
0,0.004019988
0,0.004024225
0,0.0029631613
0,0.0007106653
0,0.00051393517
0,0.0021265552
0,0.003164673
0,0.0051136855
0,0.0034159247
0,0.0018120584
0,0.0009992704
0,0.002298336
0,0.0008580895
0,0.06552485
0,0.0017900919
0,0.0013264163
0,0.004559047
0,0.0018585994
0,0.0014272192
0,0.0023736877
0,0.0015316841
0,0.00050210336
0,0.015069831
0,0.0018817729
0,0.0022899583
0,0.0010761464
0,0.00147447
0,0.0028673084
0,0.00084199134
0,0.014438098
0,0.00052922266
0,0.0006330313
0,0.0041770125
0,0.0033519843
0,0.0026010566
0,0.0021030148
0,0.0016877105
0,0.026408723
0,0.0022050627
0,0.00334641
0,0.002422295
0,0.0005240066
0,0.0006075722
0,0.08224081
0,0.0033740378
0,0.1674786
0,0.0020503826
0,0.003184298
0,0.0018065047
0,0.0021252665
0,0.0014976442
0,0.0011463326
0,0.00071399607
0,0.0015204332
0,0.0014607996
0,0.0034684977
0,0.0035712235
0,0.0025533047
0,0.0012844072
0,0.0026380508
0,0.0024878783
0,0.0014581964
0,0.00085106585
0,0.0016154783
0,0.0020604725
0,0.001351272
0,0.0022040682
0,0.0013027337
0,0.009856802
0,0.0009271053
0,0.0054616155
0,0.0015566146
0,0.0018321624
0,0.10391018
0,0.00050466147
0,0.0009985189
0,0.0016873643
0,0.0017772397
0,0.0025949085
0,0.0011865083
0,0.0027594154
0,0.10870093
0,0.0157305
0,0.00051385164
0,0.009152279
0,0.004195515
0,0.0014559479
0,0.013333376
0,0.0027452817
0,0.0009866299
0,0.0043541677
0,0.008825213
0,0.0012498444
0,0.000997351
0,0.00090345845
0,0.018600471
0,0.0012549573
0,0.0020431625
0,0.0027847704
0,0.0012256923
0,0.00087470934
0,0.03451344
0,0.0075420784
0,0.0066645956
0,0.018263377
0,0.0007506036
0,0.0017778879
0,0.012376963
0,0.0010744573
0,0.0014781386
0,0.0030455305
0,0.015253878
0,0.0051769763
0,0.003573892
0,0.0034788025
0,0.0010452872
0,0.00096999685
0,0.0009390877
0,0.0010143854
0,0.0017270886
0,0.023299444
0,0.0008195813
0,0.00071397936
0,0.0011539975
0,0.0015691493
0,0.0037741598
0,0.00062448817
0,0.0010737246
0,0.0011087771
0,0.0013553841
0,0.0021661485
0,0.007896331
0,0.00809551
0,0.0022261497
0,0.0013090114
0,0.0045317365
0,0.0010994672
0,0.004357549
0,0.0011176601
0,0.001169156
0,0.0015526504
0,0.002095102
0,0.001977038
0,0.0016678037
0,0.0020797313
0,0.015745925
0,0.0016923733
0,0.0012045744
0,0.0020317768
0,0.0031113545
0,0.0008754606
0,0.00070734025
0,0.0013078139
0,0.0008946357
0,0.011618758
0,0.0090386
0,0.033438176
0,0.0023421485
